id,GEOID,borough,commute_midtown_manhattan,commute_downtown_manhattan,commute_downtown_brooklyn
"342-E-76th-St,-Apt-1B,-New-York,-NY-10021",36061013400,Manhattan,20.18328794266793,33.51467455856074,39.48134122522741
"410-E-13th-St,-Apt-1B,-New-York,-NY-10009",36061003400,Manhattan,20.339280835395527,19.655947502062197,25.122614168728862
"322-E-74th-St,-Apt-1D,-New-York,-NY-10021",36061012601,Manhattan,17.68079419404105,32.49746086070772,39.46412752737438
"340-E-61st-St,-Apt-2C,-New-York,-NY-10065",36061011000,Manhattan,21.19142709487036,29.86351081632921,36.33017748299588
"256-W-108th-St,-Unit-3W176,-New-York,-NY-10025",36061019500,Manhattan,24.86529240390895,38.181959070575616,41.14862573724228
"412-E-55th-St,-Unit-11CC,-New-York,-NY-10022",36061010601,Manhattan,17.891160755988857,31.707827422655523,37.67449408932219
"231-E-4th-St,-Apt-5C,-New-York,-NY-10009",36061003200,Manhattan,28.747135113208948,25.06380177987561,26.25879399144795
"201-E-12th-St,-Unit-2155,-New-York,-NY-10003",36061004002,Manhattan,20.11858588821856,17.8759028640122,24.34256953067887
"240-E-82nd-St,-Unit-11EE,-New-York,-NY-10028",36061013800,Manhattan,22.683718100304056,34.20132069468969,40.16798736135636
"232-W-14th-St,-Apt-5B,-New-York,-NY-10011",36061007700,Manhattan,15.293778920236615,19.51390074083372,22.077112253569958
"195-Stanton-St,-Apt-1D1,-New-York,-NY-10002",36061002201,Manhattan,23.647909501209096,19.96457616787576,22.119844918451168
"342-E-55th-St,-Unit-6BB,-New-York,-NY-10022",36061010801,Manhattan,15.4174143274347,29.234080994101365,35.20074766076803
"80-Cranberry-St,-Unit-Ev,-Brooklyn,-NY-11201",36047000100,Brooklyn,29.05066814788164,13.367334814548306,8.334001481214973
"39-W-68th-St,-Unit-Ph,-New-York,-NY-10023",36061015301,Manhattan,17.537885370422078,33.854552037088744,36.82121870375541
"53-Leory-St,-Unit-C,-New-York,-NY-10014",36061006700,Manhattan,18.65798652434556,17.61648709967558,22.58315376634225
"435-E-79th-St,-Ph-W,-New-York,-NY-10075",36061013603,Manhattan,26.74223837138504,38.72903942782551,44.695706094492174
"333-E-49th-St,-Ph-J,-New-York,-NY-10017",36061009800,Manhattan,16.0958002811355,28.369730390884943,34.336397057551615
"52-Barrow-St,-Unit-A,-New-York,-NY-10014",36061007300,Manhattan,17.33531497351557,18.74701130762217,23.713677974288835
